x,y,class,condition
49.22199,17.523952,truck,grayscale
-41.008373,-30.683031,monkey,grayscale
-59.817425,-1.7523204,bird,grayscale
-8.503681,-44.090973,bird,grayscale
-12.503156,22.89897,horse,grayscale
-34.491737,37.308975,deer,grayscale
-25.67887,10.180381,dog,grayscale
44.741932,-15.441362,airplane,grayscale
39.253704,5.781294,truck,grayscale
60.396603,-0.06565738,ship,grayscale
-1.978225,6.523074,deer,grayscale
34.09795,12.57361,truck,grayscale
-49.51108,-6.400612,cat,grayscale
-19.832088,-1.9014523,cat,grayscale
-25.925549,26.282297,deer,grayscale
27.966255,50.506126,car,grayscale
-45.981796,-5.496215,cat,grayscale
-19.115747,-9.674113,dog,grayscale
-35.548462,36.33444,deer,grayscale
-35.746628,37.917152,deer,grayscale
40.544937,-4.198008,dog,grayscale
-29.619793,2.356134,dog,grayscale
-43.40209,-18.568615,monkey,grayscale
18.355957,31.334873,car,grayscale
24.965994,42.390606,car,grayscale
21.731964,33.115765,car,grayscale
-58.175133,2.5618484,cat,grayscale
44.862118,-16.368366,airplane,grayscale
0.70199245,-50.06441,bird,grayscale
-30.699028,34.526066,deer,grayscale
70.98085,-15.6349325,ship,grayscale
-31.091427,-1.8604349,dog,grayscale
51.23975,-8.374792,ship,grayscale
-6.1477485,-41.63539,bird,grayscale
31.951988,40.272964,car,grayscale
-18.960804,-7.9630885,dog,grayscale
-52.190994,-0.39029083,cat,grayscale
-36.791294,-38.62104,monkey,grayscale
60.4924,1.4710603,ship,grayscale
29.035826,11.487361,truck,grayscale
0.7913012,12.720428,horse,grayscale
28.0521,7.443927,truck,grayscale
-49.127747,-34.34882,monkey,grayscale
-33.073864,25.986868,deer,grayscale
-15.526821,8.4099045,dog,grayscale
23.336197,41.42479,car,grayscale
46.238106,20.88751,truck,grayscale
-15.744562,-8.534412,dog,grayscale
49.235886,-12.78066,airplane,grayscale
-51.871944,-24.426914,monkey,grayscale
-42.44037,24.593208,deer,grayscale
-10.718598,-40.78511,bird,grayscale
1.2156178,-41.830303,bird,grayscale
-5.1181126,-46.3752,bird,grayscale
-21.834839,34.384445,horse,grayscale
-13.456016,12.799516,dog,grayscale
-35.742573,35.317856,deer,grayscale
-28.133713,26.712988,deer,grayscale
45.046448,22.668093,truck,grayscale
58.134987,0.2759147,ship,grayscale
-24.494366,32.28068,horse,grayscale
-48.693653,11.033011,cat,grayscale
40.578728,-19.071205,airplane,grayscale
-48.1722,-33.454395,monkey,grayscale
36.164986,-30.230644,airplane,grayscale
-55.787724,-7.6422024,cat,grayscale
34.789562,-36.361095,airplane,grayscale
-28.136627,24.613981,deer,grayscale
28.105381,42.12119,car,grayscale
40.20146,20.632782,truck,grayscale
52.980976,3.2203019,ship,grayscale
-14.800503,-13.508177,dog,grayscale
62.144485,2.9451203,ship,grayscale
4.6119223,18.425945,horse,grayscale
-46.701736,2.537437,cat,grayscale
-57.401413,17.91053,dog,grayscale
48.70493,-3.0474234,ship,grayscale
-5.3331685,20.848986,horse,grayscale
14.415509,21.577412,deer,grayscale
-25.73396,11.762776,dog,grayscale
41.239475,-18.764612,airplane,grayscale
-52.884876,-1.6825881,cat,grayscale
35.255737,-27.362505,airplane,grayscale
67.84407,-8.299344,ship,grayscale
-9.557884,29.593771,horse,grayscale
35.46326,37.316715,car,grayscale
-26.053001,16.98992,dog,grayscale
-27.309507,25.789436,deer,grayscale
58.806717,-0.11567395,ship,grayscale
43.925957,-17.469925,airplane,grayscale
2.5798979,23.146515,horse,grayscale
26.829212,29.401052,car,grayscale
-39.373566,-24.769367,monkey,grayscale
-34.460163,-15.716684,monkey,grayscale
33.098118,40.539,car,grayscale
-9.082803,16.727432,horse,grayscale
-31.680109,25.720078,deer,grayscale
30.87659,41.38242,car,grayscale
-34.390675,-10.46565,monkey,grayscale
51.047394,18.589808,truck,grayscale
2.8236456,23.916899,horse,grayscale
41.871933,19.288168,truck,grayscale
-22.099611,9.718223,dog,grayscale
-0.82089835,20.2701,horse,grayscale
-33.37487,1.7582204,dog,grayscale
49.96923,-5.3883095,ship,grayscale
-18.121473,-22.34859,bird,grayscale
48.516136,-5.561378,ship,grayscale
16.854176,41.896477,car,grayscale
44.1555,-20.279726,airplane,grayscale
46.128914,-15.303811,airplane,grayscale
-19.044956,25.391397,horse,grayscale
48.741215,8.572048,truck,grayscale
52.0025,-7.5527654,ship,grayscale
43.466824,16.455484,truck,grayscale
-3.0441623,-42.9008,bird,grayscale
-62.969604,0.43494973,cat,grayscale
-51.131233,-0.80909514,cat,grayscale
-41.56911,-32.70286,monkey,grayscale
57.612545,1.2790517,ship,grayscale
58.66228,1.1867968,ship,grayscale
44.054924,18.41551,truck,grayscale
-24.194809,7.4810367,dog,grayscale
34.299786,-24.281115,airplane,grayscale
-48.57911,-1.859353,cat,grayscale
-49.969677,12.754438,cat,grayscale
26.302412,-9.332153,airplane,grayscale
29.852924,32.62502,car,grayscale
-9.383944,-30.740505,bird,grayscale
-6.297673,-42.358273,bird,grayscale
-5.2787113,-44.240135,bird,grayscale
-44.14453,-30.624605,monkey,grayscale
-18.738354,-27.913248,bird,grayscale
-37.250996,-39.327984,monkey,grayscale
-12.183741,20.794243,horse,grayscale
-4.6700783,24.249115,horse,grayscale
-5.007659,12.863468,horse,grayscale
-57.181175,16.690613,dog,grayscale
-8.6053295,23.316442,horse,grayscale
25.73615,32.412624,car,grayscale
-23.541985,31.517038,horse,grayscale
44.85726,-15.128097,airplane,grayscale
-22.677616,28.209562,horse,grayscale
61.779,-10.541877,ship,grayscale
46.774574,-16.146896,airplane,grayscale
38.919125,-33.76799,airplane,grayscale
59.800415,2.0686994,ship,grayscale
-26.087679,25.53502,deer,grayscale
-26.897556,6.0672183,dog,grayscale
25.43199,14.77732,truck,grayscale
-38.97591,37.20034,deer,grayscale
-65.25749,-0.19951966,cat,grayscale
-55.380253,-1.2244571,cat,grayscale
29.22558,39.93511,car,grayscale
50.061264,-0.37800285,ship,grayscale
