x,y,class,condition
2.93899,-46.24906,cat,clean
-1.6580329,-24.899809,monkey,clean
45.568546,-13.61231,horse,clean
-28.574623,-32.77265,bird,clean
17.845682,13.090641,truck,clean
23.387491,-44.934315,deer,clean
32.977642,20.53312,truck,clean
40.303112,-21.74839,horse,clean
28.843918,-50.195698,deer,clean
35.03736,-24.774498,horse,clean
26.839394,49.007935,ship,clean
-24.18274,-21.071701,bird,clean
0.5326929,-31.601353,monkey,clean
28.975487,-24.764671,dog,clean
32.628773,18.141949,truck,clean
-9.350647,-35.935818,monkey,clean
-19.054125,-40.61811,bird,clean
-31.708794,-20.900743,bird,clean
40.87669,-18.96201,horse,clean
23.853544,-47.45601,deer,clean
30.153996,-23.139755,dog,clean
2.9856896,55.881626,airplane,clean
37.27526,14.455306,truck,clean
28.043972,44.9653,ship,clean
33.690105,-50.1911,deer,clean
43.323822,8.01966,truck,clean
10.505835,-28.206005,cat,clean
25.47763,-30.383408,cat,clean
27.443197,-57.959393,deer,clean
6.6655717,29.547867,car,clean
2.8486936,-41.684837,cat,clean
19.821129,-20.660305,dog,clean
24.655088,-45.458263,deer,clean
22.606443,-49.058376,deer,clean
-12.525706,-16.183796,dog,clean
28.947405,-19.344786,dog,clean
-6.902903,-31.53211,monkey,clean
21.134434,20.042171,car,clean
5.0471363,23.6076,car,clean
15.41719,21.411886,car,clean
2.3114433,-47.458416,cat,clean
4.050851,57.06697,airplane,clean
-31.926884,-26.23852,bird,clean
26.136461,-47.971394,deer,clean
16.206684,56.50836,ship,clean
20.531914,-22.316751,dog,clean
28.299698,55.22046,ship,clean
-31.722284,-30.337814,bird,clean
4.362032,25.523787,car,clean
21.421822,-20.276533,dog,clean
9.743851,-31.897888,cat,clean
-3.1922798,-32.55212,monkey,clean
25.189411,43.281982,ship,clean
41.763977,9.276363,truck,clean
46.094852,-13.468026,horse,clean
37.788647,17.496473,truck,clean
-8.7992325,-34.639507,monkey,clean
32.33394,-52.53143,deer,clean
21.13826,-13.022765,dog,clean
0.27454218,18.3264,car,clean
32.15205,21.756617,truck,clean
17.653704,-21.881615,dog,clean
5.312026,56.56332,airplane,clean
-5.065629,-39.615986,monkey,clean
19.106922,-55.93025,deer,clean
-33.36983,-24.476124,bird,clean
-28.275805,-20.366182,bird,clean
-34.022472,-28.132053,bird,clean
36.085045,-20.999002,horse,clean
26.255953,-16.578882,dog,clean
22.086313,-55.00258,deer,clean
29.883266,-53.17376,deer,clean
33.48095,21.372374,truck,clean
27.621502,45.43338,ship,clean
33.461205,-24.791218,horse,clean
4.6925054,-44.056576,cat,clean
-0.11248245,49.57739,airplane,clean
-8.61802,-40.05801,monkey,clean
-7.2242775,57.458416,airplane,clean
-1.2325112,-42.551804,cat,clean
-6.985419,49.21396,airplane,clean
29.586039,-54.616245,deer,clean
6.953476,25.402805,car,clean
27.562836,18.176153,truck,clean
26.705025,47.80541,ship,clean
-9.048012,-18.880854,dog,clean
24.51675,43.014248,ship,clean
41.42569,-9.328041,horse,clean
13.313202,-28.267973,cat,clean
12.652859,-14.91363,dog,clean
28.901152,52.95009,ship,clean
48.467697,-18.303055,horse,clean
35.83939,-53.18374,deer,clean
27.559978,-23.586018,dog,clean
3.784552,49.334568,airplane,clean
11.073646,-31.990267,cat,clean
-7.0461087,50.300667,airplane,clean
27.715324,46.525967,ship,clean
44.834297,-20.532257,horse,clean
16.98481,22.685791,car,clean
23.363554,-26.906925,dog,clean
30.908123,-53.77327,deer,clean
26.705639,45.99875,ship,clean
-7.525645,60.158184,airplane,clean
50.802925,-15.290091,horse,clean
16.287096,26.82639,car,clean
-8.666774,-38.006145,monkey,clean
-0.77069384,-36.06749,monkey,clean
9.781364,25.603842,car,clean
43.11934,-23.701668,horse,clean
30.010397,-51.471264,deer,clean
7.7639847,24.288841,car,clean
-1.1979464,-38.894024,monkey,clean
31.058355,24.883713,truck,clean
51.431225,-15.087826,horse,clean
31.720833,18.959007,truck,clean
25.432945,-22.907383,dog,clean
49.943264,-14.182837,horse,clean
17.848272,-13.49053,dog,clean
25.209183,42.220985,ship,clean
-19.921001,-37.779125,bird,clean
29.509914,52.2301,ship,clean
4.620584,21.619354,car,clean
2.5459206,53.42357,airplane,clean
4.569349,55.857777,airplane,clean
40.32935,-19.876844,horse,clean
34.260017,15.268481,truck,clean
27.79302,55.79439,ship,clean
35.913242,25.178778,truck,clean
-31.972805,-32.994507,bird,clean
-0.97003734,-53.52443,cat,clean
11.222975,-30.11319,cat,clean
-7.32087,-32.936428,monkey,clean
30.659641,48.241173,ship,clean
25.706133,43.499268,ship,clean
33.604027,18.12139,truck,clean
26.690367,-20.91694,dog,clean
-8.692514,47.2732,airplane,clean
10.1727085,-34.272583,cat,clean
3.6198783,-42.408035,cat,clean
-6.0532217,59.05717,airplane,clean
7.3405952,19.709381,car,clean
-27.584618,-17.293886,bird,clean
-34.769222,-26.586082,bird,clean
-35.258392,-29.150768,bird,clean
-1.307072,-29.285858,monkey,clean
-23.486704,-31.172527,bird,clean
-6.183114,-30.397322,monkey,clean
42.572525,-20.916683,horse,clean
44.87842,-17.462645,horse,clean
49.360226,-16.121592,horse,clean
12.620595,-17.122686,dog,clean
42.133537,-15.881397,horse,clean
8.695512,17.736235,car,clean
35.135674,-22.909317,horse,clean
2.8535242,56.307594,airplane,clean
39.084396,-21.543077,horse,clean
25.715372,51.16964,ship,clean
4.141604,54.85948,airplane,clean
-8.403936,55.42538,airplane,clean
27.34743,44.51081,ship,clean
30.67329,-56.164173,deer,clean
24.029339,-23.058113,dog,clean
42.22714,10.440066,truck,clean
23.932638,-51.150333,deer,clean
-1.0309694,-48.940292,cat,clean
12.779037,-32.840736,cat,clean
8.934633,22.573608,car,clean
25.970455,44.34298,ship,clean
-8.496668,-32.185684,monkey,clean
46.258484,-11.500522,horse,clean
42.25078,-19.008144,horse,clean
2.763777,19.079815,car,clean
-8.701337,-27.770689,monkey,clean
-30.190186,-29.564537,bird,clean
36.201347,14.003643,truck,clean
48.202633,-12.8739,horse,clean
-4.940578,56.932995,airplane,clean
41.430084,11.22576,truck,clean
8.703571,-30.864664,cat,clean
1.2802211,50.11215,airplane,clean
19.69371,57.04059,ship,clean
-9.4597225,-32.57603,monkey,clean
-32.633495,-22.88601,bird,clean
21.346828,43.733795,ship,clean
5.5318356,27.358782,car,clean
33.083363,-19.472006,deer,clean
14.036588,24.71564,car,clean
4.0005455,53.64601,airplane,clean
16.914831,-17.737877,dog,clean
42.999214,-8.979833,horse,clean
31.115078,20.08167,truck,clean
-0.17253204,51.330517,airplane,clean
24.227058,-46.14777,deer,clean
1.4332626,20.86118,car,clean
4.159751,-51.20169,cat,clean
31.199821,12.598017,truck,clean
43.716686,-20.16062,horse,clean
37.77791,-19.997456,horse,clean
24.165327,-29.493206,dog,clean
14.110486,-31.4877,cat,clean
14.878547,16.253775,car,clean
14.27652,18.742834,car,clean
17.11305,20.267977,car,clean
5.6006207,-46.326477,cat,clean
15.548778,-13.27367,dog,clean
17.741,58.28056,ship,clean
20.057156,-17.376732,dog,clean
-8.758968,-13.088382,cat,clean
41.334076,10.240453,truck,clean
-15.305137,-30.406998,monkey,clean
22.381752,-58.279194,deer,clean
8.696874,48.61024,airplane,clean
3.6472974,18.444725,car,clean
29.130241,15.099064,truck,clean
8.067528,28.7417,car,clean
16.339005,48.838036,ship,clean
10.586427,-21.779152,dog,clean
29.331476,47.16077,ship,clean
42.244926,-19.827374,horse,clean
44.03468,-20.973091,horse,clean
20.859058,-54.475563,deer,clean
27.051357,-27.181505,dog,clean
17.42393,-16.31601,dog,clean
40.16596,-9.406466,horse,clean
0.570567,20.178326,car,clean
8.486798,-27.94474,cat,clean
16.731638,18.629946,car,clean
-28.933817,-33.979454,bird,clean
-14.288766,-19.885439,monkey,clean
42.049362,-13.8672905,horse,clean
27.167778,-45.926586,deer,clean
1.4876349,19.272333,car,clean
-33.03202,-30.610054,bird,clean
41.799908,-21.417486,horse,clean
1.8841357,-50.13186,cat,clean
28.700068,47.430885,ship,clean
-31.275116,-24.712044,bird,clean
18.829351,57.692085,ship,clean
22.21851,-47.092205,deer,clean
27.261692,-47.750397,deer,clean
-28.513033,-28.037811,bird,clean
7.109611,22.903187,car,clean
4.221671,48.58193,airplane,clean
12.515006,-43.77898,monkey,clean
21.924162,-43.72454,deer,clean
27.651873,52.21165,ship,clean
43.927673,-11.803305,horse,clean
37.103027,-9.622203,horse,clean
15.7940445,-18.097187,dog,clean
10.620781,-20.068233,dog,clean
32.22976,-55.560497,deer,clean
16.383026,19.580658,car,clean
28.185457,-53.75683,deer,clean
-25.579859,-34.25177,bird,clean
19.727772,18.033106,truck,clean
38.799305,22.637096,truck,clean
-2.6646035,50.47531,airplane,clean
1.9976822,17.564953,car,clean
-15.703455,-24.231098,monkey,clean
-6.412557,-37.32482,monkey,clean
-0.25009465,-48.482468,cat,clean
11.452727,19.586351,car,clean
4.1961446,-49.43855,cat,clean
23.460566,-17.469538,dog,clean
19.734087,-16.231998,dog,clean
-5.2579765,58.142994,airplane,clean
1.083269,-49.387608,cat,clean
29.745974,-50.670513,deer,clean
-28.655943,-30.02719,bird,clean
6.7826796,20.696573,car,clean
7.801079,-46.45369,cat,clean
32.49614,19.58532,truck,clean
-5.489074,50.01791,airplane,clean
18.606712,56.731575,ship,clean
-33.68317,-23.460182,bird,clean
39.24054,-14.587346,horse,clean
17.144865,52.31128,ship,clean
1.0162785,48.787888,airplane,clean
-7.1054335,55.627373,airplane,clean
-18.432323,-20.089418,bird,clean
-34.285637,-29.296515,bird,clean
12.38141,52.152813,airplane,clean
36.22274,-24.361963,horse,clean
17.143364,-14.944592,dog,clean
21.647156,-44.07485,deer,clean
11.383253,28.125616,car,clean
12.489781,23.21932,car,clean
-8.480271,49.060863,airplane,clean
-13.624532,-34.082382,monkey,clean
27.539007,43.308685,ship,clean
40.214993,8.385211,truck,clean
30.941708,-28.147001,dog,clean
2.4895399,-51.57045,cat,clean
-8.144228,57.200375,airplane,clean
-9.542821,-37.34692,monkey,clean
29.26952,19.783152,truck,clean
-32.343697,-23.197521,bird,clean
3.8626056,52.92249,airplane,clean
21.391233,-58.63054,deer,clean
24.533037,-48.486717,deer,clean
-22.432245,-32.022747,bird,clean
37.217636,-23.553135,horse,clean
-8.611647,-33.63256,monkey,clean
42.60807,9.632836,truck,clean
40.98298,8.444243,truck,clean
12.92784,55.85202,ship,clean
11.991979,25.832115,car,clean
10.016451,-28.115606,cat,clean
42.176624,8.0003195,truck,clean
25.686317,-50.12378,deer,clean
29.695562,-56.31639,deer,clean
-0.274321,48.293823,airplane,clean
35.976322,22.058907,truck,clean
-1.038383,52.833855,airplane,clean
-8.425169,-30.955544,monkey,clean
5.495879,-51.27328,cat,clean
30.344687,10.989676,truck,clean
26.06958,-48.807495,deer,clean
-30.05712,-27.48698,bird,clean
22.740288,50.306347,ship,clean
36.268726,-30.377914,horse,clean
-11.292952,-36.302128,monkey,clean
46.705906,-17.815601,horse,clean
40.33817,18.623844,truck,clean
41.989147,-27.759531,horse,clean
7.3520627,-51.69884,cat,clean
18.186619,58.43155,ship,clean
17.760342,57.669647,ship,clean
-31.09834,-33.185436,bird,clean
-12.817675,-33.96462,monkey,clean
34.050533,22.686861,truck,clean
5.569775,-48.505905,cat,clean
20.26724,-16.036747,dog,clean
18.760544,-25.676283,dog,clean
-1.297547,-43.140476,cat,clean
-11.412052,-19.1172,cat,clean
40.442112,9.421195,truck,clean
-19.265194,-38.397507,bird,clean
-6.807843,-35.7915,monkey,clean
6.5016837,-43.045788,cat,clean
35.78321,-7.743032,car,clean
-26.44246,-31.010355,bird,clean
18.736425,-20.359241,dog,clean
10.694969,-24.823185,dog,clean
-10.156111,-35.059227,monkey,clean
-30.347788,-18.126976,bird,clean
-8.843983,-30.728546,monkey,clean
1.6124451,-46.371887,cat,clean
-8.900823,49.9838,airplane,clean
43.551308,-15.959895,horse,clean
29.015657,45.622864,ship,clean
1.116158,-48.620903,cat,clean
17.01002,-18.890318,dog,clean
-4.1192436,44.233154,airplane,clean
1.2111683,46.765614,airplane,clean
23.96835,-48.492023,deer,clean
-6.8222585,46.62603,airplane,clean
18.084587,19.88718,car,clean
38.338795,-21.286816,horse,clean
-9.75962,-33.681885,monkey,clean
30.74615,17.554356,truck,clean
15.192251,-19.237732,dog,clean
25.922876,55.638557,ship,clean
-5.0543547,-26.96535,monkey,clean
35.410686,17.120491,truck,clean
-12.810357,-33.368507,monkey,clean
40.303436,10.55182,truck,clean
41.705853,-15.425778,horse,clean
-1.0397747,49.126774,airplane,clean
25.644129,46.533173,ship,clean
32.896954,-4.7585807,horse,clean
13.516473,-22.002481,dog,clean
13.287616,-17.352386,dog,clean
-27.00118,-28.574192,bird,clean
20.734472,-46.864536,deer,clean
19.49081,-45.646206,deer,clean
-9.059997,56.662617,airplane,clean
-7.393009,-30.594032,monkey,clean
9.020908,-44.667747,cat,clean
30.865456,22.12299,truck,clean
39.70406,-23.219603,horse,clean
30.182886,-49.59544,deer,clean
-6.799126,-36.49373,monkey,clean
36.73401,17.903332,truck,clean
23.536093,45.012047,ship,clean
40.26431,10.032554,truck,clean
40.951813,8.79898,truck,clean
-15.042626,-26.480284,bird,clean
27.520939,53.938145,ship,clean
13.676862,26.141764,car,clean
31.483486,-54.852825,deer,clean
30.336,45.844414,ship,clean
-1.231005,19.331343,car,clean
36.0313,-11.359845,horse,clean
-5.7744946,48.87179,airplane,grayscale
24.574892,-19.947838,dog,grayscale
-4.0495324,-36.553875,monkey,grayscale
-23.056705,-25.017334,bird,grayscale
33.563175,13.694628,truck,grayscale
21.089685,50.02085,ship,grayscale
31.435362,-47.10898,deer,grayscale
13.297899,-44.326107,cat,grayscale
-2.5127983,-31.271158,monkey,grayscale
-29.985893,-25.675364,bird,grayscale
12.811973,21.105091,car,grayscale
-29.409601,-25.252356,bird,grayscale
17.985325,-17.88367,dog,grayscale
-29.86482,-22.89694,bird,grayscale
11.216007,-47.589497,cat,grayscale
5.9905944,53.139984,airplane,grayscale
-25.271954,-25.739119,bird,grayscale
20.005842,16.612247,truck,grayscale
22.653074,51.826775,ship,grayscale
46.95199,-14.122464,horse,grayscale
-22.924309,-30.25255,bird,grayscale
40.15781,-18.605457,horse,grayscale
3.7646,47.73827,airplane,grayscale
35.037254,20.262817,truck,grayscale
-12.06425,-39.440952,monkey,grayscale
19.062136,55.030186,ship,grayscale
22.600368,46.890587,ship,grayscale
24.262363,-53.006363,deer,grayscale
26.056847,-56.64875,deer,grayscale
19.294792,46.15548,ship,grayscale
23.79107,-20.00449,dog,grayscale
23.194532,43.006596,ship,grayscale
22.635668,-51.85685,deer,grayscale
23.344976,-15.041878,dog,grayscale
35.824127,20.077633,truck,grayscale
22.09738,47.66341,ship,grayscale
24.299265,-24.614182,dog,grayscale
-3.0295534,-30.723701,monkey,grayscale
9.957394,-29.75339,cat,grayscale
2.7131896,-25.956024,monkey,grayscale
18.47589,16.222109,truck,grayscale
-6.54067,52.906483,airplane,grayscale
-24.020262,-24.692257,bird,grayscale
52.298573,-15.326007,horse,grayscale
14.568487,-23.33595,dog,grayscale
-2.0360675,48.345917,airplane,grayscale
26.852242,20.518637,truck,grayscale
48.58702,-15.645258,horse,grayscale
22.84773,-53.38516,deer,grayscale
8.657803,24.930965,car,grayscale
7.3509836,52.08564,airplane,grayscale
-12.697731,-23.57572,monkey,grayscale
-25.52728,-26.510319,bird,grayscale
1.5038849,18.453392,car,grayscale
-2.8773422,52.80651,airplane,grayscale
-4.0072494,-34.511272,monkey,grayscale
10.4718075,21.19168,car,grayscale
-12.399587,-29.21849,monkey,grayscale
-29.857958,-25.25423,bird,grayscale
17.684305,21.52672,car,grayscale
18.299189,16.549488,car,grayscale
8.299082,-34.44241,cat,grayscale
27.01508,-54.790504,deer,grayscale
25.124918,-55.412537,deer,grayscale
-0.876291,-33.55986,monkey,grayscale
16.217056,-20.756544,dog,grayscale
-4.9028044,-38.388603,monkey,grayscale
-24.897434,-27.994322,bird,grayscale
-23.863783,-23.585861,bird,grayscale
18.868446,-22.029232,dog,grayscale
13.233142,30.016024,car,grayscale
14.718476,-28.354599,cat,grayscale
-14.26827,-21.84534,monkey,grayscale
20.394285,-28.516455,dog,grayscale
-0.8017636,-46.121735,cat,grayscale
26.99926,19.751291,truck,grayscale
9.2650175,28.07786,car,grayscale
-6.2795057,-33.50404,monkey,grayscale
11.93821,-29.313198,cat,grayscale
39.668068,17.10667,truck,grayscale
2.4072495,-44.990845,cat,grayscale
24.387102,-55.168983,deer,grayscale
26.441975,-54.8347,deer,grayscale
25.431015,53.885563,ship,grayscale
7.2750654,-48.822166,cat,grayscale
-23.89126,-23.826435,bird,grayscale
8.409954,-19.513536,dog,grayscale
11.696637,-42.152103,bird,grayscale
-5.7334805,48.077156,airplane,grayscale
-8.3641,58.613506,airplane,grayscale
-5.274027,-29.069061,monkey,grayscale
5.357863,53.805775,airplane,grayscale
-17.857056,-28.86588,monkey,grayscale
-29.587723,-21.420897,bird,grayscale
-29.677391,-23.534788,bird,grayscale
10.130904,-30.817924,cat,grayscale
-0.031301692,-43.23742,cat,grayscale
10.336664,22.518044,car,grayscale
6.406337,27.305502,car,grayscale
23.38639,50.05587,ship,grayscale
9.022185,-40.64011,cat,grayscale
-1.0413679,45.12068,airplane,grayscale
23.353424,-55.445942,deer,grayscale
25.392776,15.022492,car,grayscale
23.87514,48.402355,ship,grayscale
2.205486,-45.080486,cat,grayscale
-1.6349434,-24.954998,monkey,grayscale
45.96629,-14.310854,horse,grayscale
-23.93979,-27.69932,bird,grayscale
17.831032,13.044915,truck,grayscale
20.40174,-49.958275,deer,grayscale
34.080795,20.96002,truck,grayscale
38.801304,-19.72899,horse,grayscale
25.267494,-56.302284,deer,grayscale
34.988514,-24.119495,horse,grayscale
24.25793,48.223103,ship,grayscale
-24.267084,-21.672293,bird,grayscale
1.1219405,-31.564728,monkey,grayscale
28.747986,-25.363544,dog,grayscale
36.799828,20.40831,truck,grayscale
-5.094452,-34.894512,monkey,grayscale
-19.034277,-40.70562,bird,grayscale
-27.19881,-23.978193,bird,grayscale
41.17134,-18.287262,horse,grayscale
22.062027,-52.423985,deer,grayscale
30.710356,-23.271154,dog,grayscale
5.880714,54.264736,airplane,grayscale
35.693108,12.22707,truck,grayscale
23.80375,47.50311,ship,grayscale
34.640297,-48.858566,deer,grayscale
37.78198,10.072825,truck,grayscale
10.671227,-28.176765,cat,grayscale
25.756659,-30.40118,cat,grayscale
26.776293,-57.613342,deer,grayscale
6.608003,29.54606,car,grayscale
1.8860499,-42.699158,cat,grayscale
19.98786,-21.118856,dog,grayscale
20.856586,-52.451107,deer,grayscale
22.11076,-49.639366,deer,grayscale
-12.546736,-16.279007,dog,grayscale
24.319492,-21.12908,dog,grayscale
-5.5082893,-31.328188,monkey,grayscale
13.168923,16.92487,car,grayscale
5.0353546,23.71823,car,grayscale
15.473894,21.161629,car,grayscale
1.1173015,-45.51501,cat,grayscale
6.1840105,54.974804,airplane,grayscale
-30.629566,-25.655788,bird,grayscale
22.047443,-54.034157,deer,grayscale
16.831999,55.46444,ship,grayscale
21.43059,-22.547747,dog,grayscale
24.33623,53.621326,ship,grayscale
-26.028976,-25.826994,bird,grayscale
4.378673,25.397543,car,grayscale
21.4843,-20.47419,dog,grayscale
9.695683,-31.398115,cat,grayscale
-3.4327645,-33.113068,monkey,grayscale
22.339407,46.194084,ship,grayscale
38.73395,8.365602,truck,grayscale
45.59484,-14.054426,horse,grayscale
38.24145,18.022522,truck,grayscale
-5.876944,-34.28875,monkey,grayscale
26.004076,-53.58297,deer,grayscale
21.06956,-13.265382,dog,grayscale
0.7160756,17.61608,car,grayscale
32.458736,22.362333,truck,grayscale
17.82451,-22.149473,dog,grayscale
7.2461696,52.423973,airplane,grayscale
-3.9812446,-37.893658,monkey,grayscale
20.495125,-56.889095,deer,grayscale
-28.613897,-24.446117,bird,grayscale
-28.296463,-20.8216,bird,grayscale
-28.154997,-25.232347,bird,grayscale
36.222855,-20.667107,horse,grayscale
35.89892,-18.507421,dog,grayscale
22.214579,-54.45726,deer,grayscale
26.144003,-54.92727,deer,grayscale
34.27043,21.21729,truck,grayscale
23.188086,48.021225,ship,grayscale
33.019028,-24.137033,horse,grayscale
7.4390974,-47.735424,cat,grayscale
-1.1733779,47.23923,airplane,grayscale
-7.8555737,-40.51294,monkey,grayscale
-6.650493,56.63958,airplane,grayscale
0.035828426,-42.752266,cat,grayscale
-6.5071335,49.168148,airplane,grayscale
25.999807,-54.991173,deer,grayscale
7.156086,25.320354,car,grayscale
27.180483,18.155048,truck,grayscale
21.744738,46.646484,ship,grayscale
-8.735008,-20.429062,dog,grayscale
23.243351,44.1044,ship,grayscale
40.440403,-10.400048,horse,grayscale
13.238955,-28.226583,cat,grayscale
12.620038,-14.911022,dog,grayscale
8.713939,52.263687,ship,grayscale
48.369667,-18.511438,horse,grayscale
32.558456,9.330132,deer,grayscale
27.21224,-23.689983,dog,grayscale
3.5669997,46.891026,airplane,grayscale
10.933466,-31.988205,cat,grayscale
-6.5573,50.317,airplane,grayscale
22.307934,48.77219,ship,grayscale
45.30537,-20.068151,horse,grayscale
16.9755,22.648422,car,grayscale
23.106369,-27.241373,dog,grayscale
24.970758,-54.885998,deer,grayscale
23.175016,47.449455,ship,grayscale
-7.1049814,58.59125,airplane,grayscale
50.946705,-15.592157,horse,grayscale
16.253191,26.819315,car,grayscale
-4.681819,-37.178486,monkey,grayscale
-1.8887286,-36.1142,monkey,grayscale
9.98249,25.667547,car,grayscale
43.041943,-23.78007,horse,grayscale
25.568373,-55.904255,deer,grayscale
8.010065,24.270832,car,grayscale
-12.586479,-22.872343,monkey,grayscale
31.062567,24.919308,truck,grayscale
51.40137,-15.572308,horse,grayscale
35.454826,19.873266,truck,grayscale
25.421928,-20.90971,dog,grayscale
47.46222,-16.367907,horse,grayscale
16.10849,-14.74629,dog,grayscale
21.037683,48.090836,ship,grayscale
-20.034512,-37.649292,bird,grayscale
23.431574,52.06725,ship,grayscale
4.407281,21.19706,car,grayscale
2.4051373,53.115734,airplane,grayscale
6.0489464,54.256996,airplane,grayscale
39.69493,-18.363197,horse,grayscale
34.334187,14.765967,truck,grayscale
23.97983,54.190388,ship,grayscale
35.95921,25.153452,truck,grayscale
-27.014961,-25.298534,bird,grayscale
-0.984216,-53.53742,cat,grayscale
11.017964,-29.729015,cat,grayscale
-5.121955,-33.4147,monkey,grayscale
21.201231,50.080547,ship,grayscale
22.559856,45.381752,ship,grayscale
35.449333,20.413122,truck,grayscale
26.151058,-20.937235,dog,grayscale
-8.090983,47.682667,airplane,grayscale
9.97226,-33.869675,cat,grayscale
2.312015,-42.846752,cat,grayscale
-6.2580037,59.000523,airplane,grayscale
8.05501,20.506594,car,grayscale
-27.461678,-17.236826,bird,grayscale
-29.099957,-24.924456,bird,grayscale
-27.285065,-25.800776,bird,grayscale
-1.3076926,-29.525255,monkey,grayscale
-23.478436,-30.327911,bird,grayscale
-5.5075874,-30.285908,monkey,grayscale
39.28004,-18.054653,horse,grayscale
44.877113,-17.459368,horse,grayscale
48.8919,-16.025267,horse,grayscale
12.638418,-17.159561,dog,grayscale
41.14744,-16.108274,horse,grayscale
8.742179,17.75145,car,grayscale
33.672638,-23.38351,horse,grayscale
6.030503,54.24006,airplane,grayscale
32.926758,-23.124527,horse,grayscale
24.606148,51.594383,ship,grayscale
6.3278522,54.06259,airplane,grayscale
-8.065556,56.17698,airplane,grayscale
21.070621,51.0197,ship,grayscale
27.287733,-55.373802,deer,grayscale
23.048542,-22.44963,dog,grayscale
36.344707,11.148662,truck,grayscale
22.995016,-52.353653,deer,grayscale
-0.9368976,-49.1353,cat,grayscale
11.9965105,-32.34974,cat,grayscale
8.905644,22.388748,car,grayscale
21.417463,45.75178,ship,grayscale
-6.06902,-32.22807,monkey,grayscale
45.90048,-11.901422,horse,grayscale
42.86155,-18.112675,horse,grayscale
2.7064624,18.775784,car,grayscale
-8.46361,-27.517847,monkey,grayscale
-26.179094,-26.372358,bird,grayscale
35.77199,13.482988,truck,grayscale
47.68446,-14.3715515,horse,grayscale
