content_idx,style_idx,shape_label,texture_label,pair,direction,edge_corr,gray_std,sat_frac,closer_to_style,reject_reasons,valid,keep,shape_class,texture_class
374,227,1,2,bird/car,A_shape_B_texture,0.38089612126350403,0.21932554244995117,0.010562818497419357,True,[],True,True,bird,car
87,60,1,2,bird/car,A_shape_B_texture,0.3836658000946045,0.2303958386182785,0.032724808901548386,True,[],True,True,bird,car
20,144,1,2,bird/car,A_shape_B_texture,0.34869152307510376,0.18764732778072357,0.03513631969690323,True,[],True,True,bird,car
406,142,1,2,bird/car,A_shape_B_texture,0.5469617247581482,0.14818863570690155,0.0005779655766673386,True,[],True,True,bird,car
94,375,1,2,bird/car,A_shape_B_texture,0.5291258096694946,0.21899746358394623,0.0037268814630806446,True,[],True,True,bird,car
116,290,1,2,bird/car,A_shape_B_texture,0.638518214225769,0.25626954436302185,0.03421954810619354,False,['style_lost'],False,False,bird,car
67,498,1,2,bird/car,A_shape_B_texture,0.5425071120262146,0.2903324067592621,0.055185746401548386,True,[],True,True,bird,car
424,70,1,2,bird/car,A_shape_B_texture,0.6260149478912354,0.2039823979139328,0.01853475719690323,True,[],True,True,bird,car
434,210,1,2,bird/car,A_shape_B_texture,0.6514373421669006,0.18784254789352417,0.0022720026317983866,True,[],True,True,bird,car
172,307,1,2,bird/car,A_shape_B_texture,0.6251558065414429,0.23095330595970154,0.009586255997419357,True,[],True,True,bird,car
122,10,1,2,bird/car,A_shape_B_texture,0.5969071388244629,0.2789403796195984,0.01578443869948387,True,[],True,True,bird,car
248,277,1,2,bird/car,A_shape_B_texture,0.7394188046455383,0.2555833160877228,0.01897321455180645,True,[],True,True,bird,car
13,391,1,2,bird/car,A_shape_B_texture,0.47038236260414124,0.1829081028699875,0.008270886726677418,True,[],True,False,bird,car
42,347,1,2,bird/car,A_shape_B_texture,0.5154258012771606,0.3041386902332306,0.04336734861135483,True,[],True,False,bird,car
234,299,1,2,bird/car,A_shape_B_texture,0.6742303967475891,0.2552167773246765,0.014050542376935482,True,[],True,False,bird,car
108,308,1,2,bird/car,A_shape_B_texture,0.4223844110965729,0.2249579280614853,0.030512595549225807,True,[],True,False,bird,car
16,363,1,2,bird/car,A_shape_B_texture,0.6557181477546692,0.1588708460330963,0.0010164221748709679,True,[],True,False,bird,car
346,134,1,2,bird/car,A_shape_B_texture,0.6188414096832275,0.20280449092388153,0.0385044626891613,True,[],True,False,bird,car
93,306,1,2,bird/car,A_shape_B_texture,0.6159859895706177,0.30488070845603943,0.020129146054387093,True,[],True,False,bird,car
68,98,1,2,bird/car,A_shape_B_texture,0.5150861144065857,0.1359114646911621,0.06196189299225807,True,[],True,False,bird,car
279,204,1,2,bird/car,A_shape_B_texture,0.5000209212303162,0.23140496015548706,0.009925063699483871,True,[],True,False,bird,car
52,153,1,2,bird/car,A_shape_B_texture,0.5125928521156311,0.3228331506252289,0.02008928544819355,True,[],True,False,bird,car
171,216,1,2,bird/car,A_shape_B_texture,0.6959753036499023,0.27191728353500366,0.04215162619948387,True,[],True,False,bird,car
3,76,1,2,bird/car,A_shape_B_texture,0.5910123586654663,0.163582906126976,0.01911272294819355,True,[],True,False,bird,car
451,318,1,2,bird/car,A_shape_B_texture,0.5596398711204529,0.1955663114786148,0.0009367028251290321,True,[],True,False,bird,car
385,357,1,2,bird/car,A_shape_B_texture,0.6113167405128479,0.28111952543258667,0.04669563099741936,True,[],True,False,bird,car
320,359,2,1,bird/car,B_shape_A_texture,0.3718281686306,0.1615023910999298,0.0,True,[],True,True,car,bird
357,116,2,1,bird/car,B_shape_A_texture,0.48106566071510315,0.29607734084129333,0.00017936862423084676,True,[],True,True,car,bird
277,152,2,1,bird/car,B_shape_A_texture,0.49829426407814026,0.12229417264461517,0.0,True,[],True,True,car,bird
307,386,2,1,bird/car,B_shape_A_texture,0.46629706025123596,0.22874455153942108,0.0,True,[],True,True,car,bird
306,3,2,1,bird/car,B_shape_A_texture,0.49703577160835266,0.290621817111969,0.0,True,[],True,True,car,bird
142,249,2,1,bird/car,B_shape_A_texture,0.5098551511764526,0.16344964504241943,0.0,True,[],True,True,car,bird
337,402,2,1,bird/car,B_shape_A_texture,0.4632951021194458,0.21655644476413727,0.010722257196903229,True,[],True,True,car,bird
97,279,2,1,bird/car,B_shape_A_texture,0.3904466927051544,0.21803806722164154,0.0012954400153830647,True,[],True,True,car,bird
332,342,2,1,bird/car,B_shape_A_texture,0.5169788002967834,0.15823456645011902,0.0,True,[],True,True,car,bird
98,251,2,1,bird/car,B_shape_A_texture,0.42277559638023376,0.2077437788248062,0.0026307397056370974,True,[],True,True,car,bird
463,20,2,1,bird/car,B_shape_A_texture,0.5087955594062805,0.18480423092842102,0.0,True,[],True,True,car,bird
213,42,2,1,bird/car,B_shape_A_texture,0.5076020359992981,0.26685768365859985,0.015465561300516129,True,[],True,True,car,bird
412,493,2,1,bird/car,B_shape_A_texture,0.37225455045700073,0.17853374779224396,0.0010363520123064518,True,[],True,True,car,bird
187,11,2,1,bird/car,B_shape_A_texture,0.4834553301334381,0.21315987408161163,0.0004583864938467741,True,[],True,True,car,bird
144,93,2,1,bird/car,B_shape_A_texture,0.3757949769496918,0.1897374987602234,0.00013950893480796367,True,[],True,True,car,bird
49,9,2,1,bird/car,B_shape_A_texture,0.6135807037353516,0.21281854808330536,0.0013352996902540326,True,[],True,True,car,bird
204,225,2,1,bird/car,B_shape_A_texture,0.43318161368370056,0.18718811869621277,0.0,True,[],True,True,car,bird
103,385,2,1,bird/car,B_shape_A_texture,0.6182287335395813,0.24058890342712402,0.0,True,[],True,True,car,bird
375,234,2,1,bird/car,B_shape_A_texture,0.46181240677833557,0.15089569985866547,3.98596930608619e-05,True,[],True,True,car,bird
330,451,2,1,bird/car,B_shape_A_texture,0.6023315191268921,0.14899371564388275,1.992984653043095e-05,True,[],True,True,car,bird
70,374,2,1,bird/car,B_shape_A_texture,0.38725465536117554,0.1895444691181183,0.0014150191564112902,True,[],True,True,car,bird
272,247,2,1,bird/car,B_shape_A_texture,0.4903698265552521,0.220381498336792,0.00013950893480796367,True,[],True,True,car,bird
10,13,2,1,bird/car,B_shape_A_texture,0.4824044406414032,0.2992754578590393,0.01979033835232258,False,['style_lost'],False,False,car,bird
363,434,2,1,bird/car,B_shape_A_texture,0.6889250874519348,0.24731284379959106,0.04452327638864517,True,[],True,True,car,bird
59,52,2,1,bird/car,B_shape_A_texture,0.740339994430542,0.2005462348461151,0.005560427438467741,True,[],True,True,car,bird
210,147,2,1,bird/car,B_shape_A_texture,0.6149795651435852,0.1752362996339798,0.0,True,[],True,True,car,bird
143,67,2,1,bird/car,B_shape_A_texture,0.7192468047142029,0.23181216418743134,5.9789541410282254e-05,True,[],True,False,car,bird
299,121,2,1,bird/car,B_shape_A_texture,0.6958519816398621,0.2460704743862152,0.001474808668717742,True,[],True,False,car,bird
246,406,2,1,bird/car,B_shape_A_texture,0.4979345500469208,0.25417283177375793,0.009825414977967739,True,[],True,False,car,bird
76,87,2,1,bird/car,B_shape_A_texture,0.32475191354751587,0.1606701761484146,0.003168845549225807,True,[],True,False,car,bird
391,346,2,1,bird/car,B_shape_A_texture,0.50638347864151,0.14650201797485352,0.0,True,[],True,False,car,bird
227,170,2,1,bird/car,B_shape_A_texture,0.6353845596313477,0.23645026981830597,0.0008968430920504034,True,[],True,False,car,bird
56,380,2,1,bird/car,B_shape_A_texture,0.51334547996521,0.20829655230045319,0.0,True,[],True,False,car,bird
308,338,2,1,bird/car,B_shape_A_texture,0.5066580176353455,0.17157065868377686,0.0,True,[],True,False,car,bird
446,85,2,1,bird/car,B_shape_A_texture,0.7278189659118652,0.18981686234474182,1.992984653043095e-05,True,[],True,False,car,bird
53,58,2,1,bird/car,B_shape_A_texture,0.4355105459690094,0.195135235786438,0.0,True,[],True,False,car,bird
60,108,2,1,bird/car,B_shape_A_texture,0.4441107511520386,0.14551979303359985,0.0,True,[],True,False,car,bird
318,479,2,1,bird/car,B_shape_A_texture,0.6585512161254883,0.18266600370407104,0.0,True,[],True,False,car,bird
292,447,2,1,bird/car,B_shape_A_texture,0.5194653868675232,0.18048563599586487,0.0,True,[],True,False,car,bird
258,443,2,1,bird/car,B_shape_A_texture,0.4402373433113098,0.2277318239212036,0.006098533049225807,True,[],True,False,car,bird
105,379,3,8,cat/ship,A_shape_B_texture,0.5979035496711731,0.24290671944618225,0.029635682702064514,True,[],True,True,cat,ship
132,494,3,8,cat/ship,A_shape_B_texture,0.7251805663108826,0.285260409116745,0.007932079024612904,True,[],True,True,cat,ship
331,395,3,8,cat/ship,A_shape_B_texture,0.5924314260482788,0.12371069937944412,0.0,True,[],True,True,cat,ship
244,99,3,8,cat/ship,A_shape_B_texture,0.7245030403137207,0.18147940933704376,0.00011957908282056451,True,[],True,True,cat,ship
243,232,3,8,cat/ship,A_shape_B_texture,0.7598432302474976,0.27945491671562195,0.004165337886661291,True,[],True,True,cat,ship
445,226,3,8,cat/ship,A_shape_B_texture,0.5861774682998657,0.18968702852725983,0.00019929847621824592,True,[],True,True,cat,ship
131,311,3,8,cat/ship,A_shape_B_texture,0.7584146857261658,0.12622401118278503,0.0006776148220524192,True,[],True,True,cat,ship
135,128,3,8,cat/ship,A_shape_B_texture,0.6092130541801453,0.1454838365316391,0.009526466950774193,True,[],True,True,cat,ship
398,341,3,8,cat/ship,A_shape_B_texture,0.5382564663887024,0.20734471082687378,0.0013352996902540326,True,[],True,True,cat,ship
38,343,3,8,cat/ship,A_shape_B_texture,0.6602392792701721,0.16778713464736938,0.0,True,[],True,True,cat,ship
78,178,3,8,cat/ship,A_shape_B_texture,0.6863073706626892,0.3030380606651306,0.002989477012306452,True,[],True,True,cat,ship
145,83,3,8,cat/ship,A_shape_B_texture,0.6810154914855957,0.27543264627456665,0.1423588991165161,True,[],True,True,cat,ship
376,29,3,8,cat/ship,A_shape_B_texture,0.5863820314407349,0.16744691133499146,0.0,True,[],True,True,cat,ship
441,149,3,8,cat/ship,A_shape_B_texture,0.24161653220653534,0.2485361546278,0.03364158049225807,True,[],True,True,cat,ship
7,151,3,8,cat/ship,A_shape_B_texture,0.7714451551437378,0.17843885719776154,0.0013751594815403223,True,[],True,True,cat,ship
235,411,3,8,cat/ship,A_shape_B_texture,0.3701538145542145,0.09741636365652084,0.0,True,[],True,True,cat,ship
340,35,3,8,cat/ship,A_shape_B_texture,0.6952841877937317,0.1566934585571289,0.00390625,True,[],True,True,cat,ship
372,289,3,8,cat/ship,A_shape_B_texture,0.48161277174949646,0.22554253041744232,0.0,True,[],True,True,cat,ship
313,239,3,8,cat/ship,A_shape_B_texture,0.6917071342468262,0.23766501247882843,0.0025111606810241938,True,[],True,True,cat,ship
80,18,3,8,cat/ship,A_shape_B_texture,0.6292359828948975,0.1343783289194107,0.0,True,[],True,True,cat,ship
74,433,3,8,cat/ship,A_shape_B_texture,0.40483081340789795,0.26150810718536377,0.0006377550889737904,True,[],True,True,cat,ship
484,115,3,8,cat/ship,A_shape_B_texture,0.8132105469703674,0.14396150410175323,0.0,True,[],True,True,cat,ship
440,262,3,8,cat/ship,A_shape_B_texture,0.6475171446800232,0.18982477486133575,0.0,True,[],True,True,cat,ship
180,104,3,8,cat/ship,A_shape_B_texture,0.5747694373130798,0.15969093143939972,0.0,True,[],True,True,cat,ship
366,286,3,8,cat/ship,A_shape_B_texture,0.45842400193214417,0.16845206916332245,0.00037866708589717746,True,[],True,True,cat,ship
413,456,3,8,cat/ship,A_shape_B_texture,0.7217817306518555,0.24742798507213593,0.007493622601032257,True,[],True,False,cat,ship
305,432,3,8,cat/ship,A_shape_B_texture,0.744562566280365,0.29576194286346436,0.03083147294819355,True,[],True,False,cat,ship
300,189,3,8,cat/ship,A_shape_B_texture,0.6970033645629883,0.31231755018234253,0.027722416445612907,True,[],True,False,cat,ship
368,26,3,8,cat/ship,A_shape_B_texture,0.5018483996391296,0.24288398027420044,0.017398755997419357,True,[],True,False,cat,ship
457,5,3,8,cat/ship,A_shape_B_texture,0.44210097193717957,0.20973080396652222,0.0,True,[],True,False,cat,ship
71,191,3,8,cat/ship,A_shape_B_texture,0.597604513168335,0.3160358667373657,0.03364158049225807,True,[],True,False,cat,ship
437,238,3,8,cat/ship,A_shape_B_texture,0.4618520438671112,0.22118975222110748,0.00013950893480796367,True,[],True,False,cat,ship
193,382,3,8,cat/ship,A_shape_B_texture,0.7569981813430786,0.3266089856624603,0.11170679330825806,True,[],True,False,cat,ship
284,351,3,8,cat/ship,A_shape_B_texture,0.6636266112327576,0.22859683632850647,0.0004583864938467741,True,[],True,False,cat,ship
200,207,3,8,cat/ship,A_shape_B_texture,0.8618062138557434,0.3080451786518097,0.018734056502580643,True,[],True,False,cat,ship
271,157,3,8,cat/ship,A_shape_B_texture,0.6167281270027161,0.20839755237102509,0.005082110874354839,True,[],True,False,cat,ship
270,195,3,8,cat/ship,A_shape_B_texture,0.3393477201461792,0.2217048555612564,3.98596930608619e-05,True,[],True,False,cat,ship
84,224,3,8,cat/ship,A_shape_B_texture,0.7129476070404053,0.13059289753437042,0.0,True,[],True,False,cat,ship
96,497,3,8,cat/ship,A_shape_B_texture,0.45129090547561646,0.193032905459404,0.00013950893480796367,True,[],True,False,cat,ship
309,468,3,8,cat/ship,A_shape_B_texture,0.7247892618179321,0.2687819302082062,0.03991948440670967,True,[],True,False,cat,ship
115,193,8,3,cat/ship,B_shape_A_texture,0.7891308069229126,0.19041864573955536,0.0026705993805080652,True,[],True,True,ship,cat
18,243,8,3,cat/ship,B_shape_A_texture,0.49844637513160706,0.21863044798374176,0.0022720026317983866,True,[],True,True,ship,cat
286,309,8,3,cat/ship,B_shape_A_texture,0.413435697555542,0.15779361128807068,0.0,True,[],True,True,ship,cat
149,437,8,3,cat/ship,B_shape_A_texture,0.44459784030914307,0.14837898313999176,0.0,True,[],True,True,ship,cat
25,84,8,3,cat/ship,B_shape_A_texture,0.45864325761795044,0.19014972448349,0.00019929847621824592,True,[],True,True,ship,cat
494,61,8,3,cat/ship,B_shape_A_texture,0.6193773150444031,0.20909003913402557,0.0007971939048729837,True,[],True,True,ship,cat
273,105,8,3,cat/ship,B_shape_A_texture,0.6810437440872192,0.13794665038585663,0.0012954400153830647,True,[],True,True,ship,cat
178,372,8,3,cat/ship,B_shape_A_texture,0.3839171528816223,0.18296392261981964,0.001235650503076613,True,[],True,True,ship,cat
29,313,8,3,cat/ship,B_shape_A_texture,0.7281899452209473,0.13051632046699524,0.04557956010103226,True,[],True,True,ship,cat
382,398,8,3,cat/ship,B_shape_A_texture,0.36578625440597534,0.13251277804374695,9.964923810912296e-05,True,[],True,True,ship,cat
475,132,8,3,cat/ship,B_shape_A_texture,0.37260279059410095,0.14432105422019958,0.0,True,[],True,True,ship,cat
151,413,8,3,cat/ship,B_shape_A_texture,0.7676070928573608,0.17094923555850983,0.0,True,[],True,True,ship,cat
311,145,8,3,cat/ship,B_shape_A_texture,0.6173248291015625,0.24710099399089813,0.005580357275903225,True,[],True,True,ship,cat
195,440,8,3,cat/ship,B_shape_A_texture,0.30771586298942566,0.2090730369091034,0.00249123084358871,True,[],True,True,ship,cat
99,453,8,3,cat/ship,B_shape_A_texture,0.47477105259895325,0.21749043464660645,0.0006576849264092743,True,[],True,True,ship,cat
341,100,8,3,cat/ship,B_shape_A_texture,0.8219164609909058,0.19929276406764984,0.0,True,[],True,True,ship,cat
